Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Parcel
321 11th ST,,321 11TH ST,San Francisco,San Francisco,CA,94103,37.771637,-122.413747,12700,,,2014,34,53.4,165.8,53.4,165.8,,,54.9,,3520/029
1425 Folsom Street,,1425 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.77248,-122.413255,11260,,,2014,,27.5,68.7,25,60.8,,,22.6,,3520/043
398 11TH ST,,398 11TH ST,San Francisco,San Francisco,CA,94103,37.770818,-122.412725,16689,,,2014,,,,,,,,,,3521/013
Ryan Associates,,333 12TH ST,San Francisco,San Francisco,CA,94103,37.770545,-122.414187,21630,,,2014,,34.2,93.4,36,95.3,,,56.2,,3521/022
1585 FOLSOM ST,,1585 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.771079,-122.414849,11093,,,2014,,,,,,,,,,3521/027
1501 HARRISON ST,,1501 HARRISON ST,San Francisco,San Francisco,CA,94103,37.770395,-122.412773,21855,,,2014,,,,,,,,,,3523/001
1591 HARRISON ST,,1591 HARRISON ST,San Francisco,San Francisco,CA,94103,37.770127,-122.41304,10800,,,2014,,,,,,,,,,3523/013
San Francisco Costco #144,,450 10TH ST,San Francisco,San Francisco,CA,94103,37.770945,-122.410488,132014,,,2014,24,152.3,412.3,153.2,413.2,,,1521,,3524/066
1301 HARRISON ST,,1301 HARRISON ST,San Francisco,San Francisco,CA,94103,37.772349,-122.410322,22032,,,2014,,16,46.6,16,46.6,,,27.7,,3525/001
450 9TH ST,,450 9TH ST,San Francisco,San Francisco,CA,94103,37.771848,-122.409257,17660,,,2014,,34.8,60.5,43.6,69.7,,,38.4,,3525/008
460 9TH ST,,460 9TH ST,San Francisco,San Francisco,CA,94103,37.771743,-122.409124,15227,,,2014,,,,,,,,,,3525/010
540 9TH ST,,540 9TH ST,San Francisco,San Francisco,CA,94103,37.77074,-122.407844,42346,,,2014,,16.5,51.7,15.9,49.9,,,56.9,,3526/006
540 Ninth Street Assoc,,560 9TH ST,San Francisco,San Francisco,CA,94103,37.770589,-122.407656,13250,,,2014,76,36.5,74.5,36.5,74.5,,,32.2,,3526/011
Byer California - 1000 Brannan St.,,1000 BRANNAN ST,San Francisco,San Francisco,CA,94103,37.769821,-122.40729,108000,,,2014,88,39.6,97.2,39.6,97.2,,,308.8,,3526/013
290 DIVISION ST,,290 DIVISION ST,San Francisco,San Francisco,CA,94103,37.769306,-122.408214,38072,,,2014,,,,,,,,,,3526/016
1001 Brannan St.,,1001 BRANNAN ST,San Francisco,San Francisco,CA,94103,37.769884,-122.407209,26000,,,2014,,99.9,247.4,101.7,245.5,,,188.3,,3527/001
Rainbow Grocery,,1745 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.769158,-122.415646,42675,,,2014,,130.1,311.2,139.8,321.4,,,283.9,,3529/050
OfficeMax Store 582,,1750 Harrison St.,San Francisco,San Francisco,CA,94103,37.768993,-122.413464,23520,,,2014,,70.3,219.8,63.9,199.7,,,134.5,,3529/051
157 13TH ST,,157 13TH ST,San Francisco,San Francisco,CA,94103,37.769583,-122.416878,10871,,,2014,,,,,,,,,,3530/039
195 ERIE ST,,195 ERIE ST,San Francisco,San Francisco,CA,94103,37.769096,-122.419277,20110,,,2014,,33.7,105.8,33.7,105.8,,,55.3,,3531/027
205 13th Street,,1717 MISSION ST,San Francisco,San Francisco,CA,94103,37.769404,-122.420019,97142,,,2014,99,23.8,58.6,23.6,57,,,167.1,,3531/028
Scuderia West,,69 DUBOCE AVE,San Francisco,San Francisco,CA,94103,37.769889,-122.421678,18000,,,2014,,,,,,,,,,3532/032
Valencia Street LLC,,225 VALENCIA ST,San Francisco,San Francisco,CA,94103,37.769387,-122.422331,12080,,,2014,,,,,,,,,,3532/035
245 VALENCIA ST,,245 VALENCIA ST,San Francisco,San Francisco,CA,94103,37.76878,-122.42227,39000,,,2014,64,39.3,41.3,42.9,45,,,81.5,,3532/091
San Francisco Friends School,,250 VALENCIA ST,San Francisco,San Francisco,CA,94103,37.768997,-122.422292,71874,,,2014,99,24.6,56.7,27.2,59.4,,,124,,3533/007
1975 MARKET ST,,1975 MARKET ST,San Francisco,San Francisco,CA,94103,37.769359,-122.426462,10500,,,2014,,,,,,,,,,3534/057
Safeway 1507,,2012 MARKET ST,San Francisco,San Francisco,CA,94114,37.768772,-122.427446,65682,,,2014,,,,,,,,,,3536/001
2145 Market Street,,2145 Market St,San Francisco,San Francisco,CA,94114,37.76679,-122.429715,47407,,,2014,,89.9,269.1,86.6,257.4,,,226.2,,3543/003B
SF Armory,,1800 MISSION ST,San Francisco,San Francisco,CA,94103,37.767834,-122.419941,200000,,,2014,100,16.2,44,16.3,44.1,,,245.3,,3547/001
1850 MISSION ST,,1850 MISSION ST,San Francisco,San Francisco,CA,94103,37.767382,-122.419894,16980,,,2014,,,,,,,,,,3547/002
Walden House,,1885 MISSION ST,San Francisco,San Francisco,CA,94103,37.766848,-122.419839,25543,,,2014,100,18.1,45.5,18.1,45.5,,,33.8,,3548/031
Avakian 1,,1855 MISSION ST,San Francisco,San Francisco,CA,94103,37.76741,-122.419897,14400,,,2014,,,,,,,,,,3548/035
70400357 -- Folsom Str.,,1800 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.767846,-122.415558,60687,,,2014,,,,,,,,,,3549/083
1 14th Street,,1 14TH ST,San Francisco,San Francisco,CA,94103,37.768664,-122.413736,20000,,,2014,84,13.3,23.9,12.5,23.1,,,16.8,,3550/001
1820 HARRISON ST,,1820 HARRISON ST,San Francisco,San Francisco,CA,94103,37.768213,-122.413397,18360,,,2014,,,,,,,,,,3550/001B
25 14th Street,,25 14TH ST,San Francisco,San Francisco,CA,94103,37.768635,-122.414159,34000,,,2014,,,,,,,,,,3550/012
1830 Harrison,,1830 HARRISON ST,San Francisco,San Francisco,CA,94103,37.768037,-122.413376,16710,,,2014,,33,88.1,35.7,90.8,,,41.4,,3550/020
1990 FOLSOM ST,,1990 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.765552,-122.415327,12016,,,2014,,15.2,37.5,15.2,37.5,,,13.2,,3552/012
2860 16TH ST,,2860 16TH ST,San Francisco,San Francisco,CA,94103,37.765236,-122.416658,12607,,,2014,,,,,,,,,,3552/013
1960 FOLSOM ST,,1960 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.765889,-122.415359,27603,,,2014,,,,,,,,,,3552/046
Redstone Building,,2940 16TH ST,San Francisco,San Francisco,CA,94103,37.765134,-122.418183,55500,,,2014,,14.7,32.9,14.7,32.9,,,56.4,,3553/014
1979 Mission,,1979 MISSION ST,San Francisco,San Francisco,CA,94103,37.765466,-122.419707,48856,,,2014,,81.4,192.2,79.8,187.5,,,282.1,,3553/052
3000 16th Street,,3000 16TH ST,San Francisco,San Francisco,CA,94103,37.765004,-122.42037,17810,,,2014,,,,,,,,,,3554/007
475 Valencia Street,,475 Valencia St,San Francisco,San Francisco,CA,94103,37.765343,-122.421928,19420,,,2014,,15.7,35.4,18.8,38.6,,,21.2,,3554/018
3068 16TH ST,,3068 16TH ST,San Francisco,San Francisco,CA,94103,37.764952,-122.421174,12000,,,2014,86,37.1,116.4,35.7,112,,,36.3,,3554/056
474 Valencia St.,,474 Valencia St.,San Francisco,San Francisco,CA,94103,37.765417,-122.421935,28000,,,2014,,18.7,58.5,18.8,58.6,,,42.7,,3555/063
2276-2282 Market St,,2276-2282 Market St,San Francisco,San Francisco,CA,94114,37.764716,-122.43258,24989,,,2014,,,,,,,,,,3560/013
2001-2017 Mission,,2001 MISSION ST,San Francisco,San Francisco,CA,94110,37.764752,-122.419644,29925,,,2014,25,72.9,218.1,72.9,218.1,,,173.5,,3570/028
2973 16th Street,,2973 16TH ST,San Francisco,San Francisco,CA,94110,,,25650,,,2014,,52.2,147.9,54.1,149.8,,,103.6,,3570/030
154-174 Capp Street,,154 CAPP ST,San Francisco,San Francisco,CA,94110,37.764045,-122.418589,33739,,,2014,92,27.7,79.4,27.7,79.4,,,72.8,,3570/039
121 CAPP ST,,121 CAPP ST,San Francisco,San Francisco,CA,94110,37.76468,-122.41865,11752,,,2014,,,,,,,,,,3570/047
Jeff Smith - 2000 Folsom,,2000 FOLSOM ST,San Francisco,San Francisco,CA,94110,37.765019,-122.415276,94349,,,2014,,,,,,,,,,3571/001
240 SHOTWELL ST,,240 SHOTWELL ST,San Francisco,San Francisco,CA,94110,37.764705,-122.41634,29154,,,2014,,,,,,,,,,3571/014
565 South Van Ness Avenue,,565 SOUTH VAN NESS AVE,San Francisco,San Francisco,CA,94110,37.764285,-122.417396,15000,,,2014,78,23.5,67.4,23.5,67.4,,,27.5,,3571/015
350 TREAT AVE,,350 TREAT AVE,San Francisco,San Francisco,CA,94110,37.764472,-122.413444,23111,,,2014,,,,,,,,,,3572/002
2075 FOLSOM ST,,2075 FOLSOM ST,San Francisco,San Francisco,CA,94110,37.764075,-122.415186,13115,,,2014,,,,,,,,,,3572/012
2765 16TH ST,,2765 16TH ST,San Francisco,San Francisco,CA,94110,,,17160,,,2014,,,,,,,,,,3572/020A
2741 16th Street,,2741 16TH ST,San Francisco,San Francisco,CA,94110,,,19800,,,2014,,,,,,,,,,3572/021
3070 17TH ST,,3070 17TH ST,San Francisco,San Francisco,CA,94110,37.763744,-122.414366,10112,,,2014,,,,,,,,,,3572/022
2030 HARRISON ST,,2030 HARRISON ST,San Francisco,San Francisco,CA,94110,37.764484,-122.413032,26535,,,2014,90,32.7,75.6,39.1,82.3,,,61,,3572/023
2055 FOLSOM ST,,2055 FOLSOM ST,San Francisco,San Francisco,CA,94110,37.764373,-122.415214,31145,,,2014,,,,,,,,,,3572/024
3180 18th ST,,3180 18th ST,San Francisco,San Francisco,CA,94110,37.762119,-122.41457,37104,,,2014,97,29.6,71.2,,,,,78.6,,3573/003
S.H. Frank Building,,3075 17TH ST,San Francisco,San Francisco,CA,94110,37.763726,-122.414667,43974,,,2014,,15.2,42.5,15.2,42.5,,,51.4,,3573/006
2147 Folsom St,,2147 Folsom St,San Francisco,San Francisco,CA,94110,37.763026,-122.415085,59164,,,2014,,,,,,,,,,3573/074
3150 18th St,,3150 18th St,San Francisco,San Francisco,CA,94110,37.762142,-122.414195,75154,,,2014,75,18.4,57.6,18.4,57.6,,,112.5,,3573/106
2140 FOLSOM ST,,2140 FOLSOM ST,San Francisco,San Francisco,CA,94110,37.76284,-122.415067,35952,,,2014,,,,,,,,,,3574/009
Seven Tepees Youth Program,,3175 17TH ST,San Francisco,San Francisco,CA,94110,37.763608,-122.416669,14000,,,2014,,10.1,31.8,10.1,31.8,,,11.6,,3574/048
2165 MISSION ST,,2165 MISSION ST,San Francisco,San Francisco,CA,94110,37.762347,-122.419414,16560,,,2014,,,,,,,,,,3575/035
2101 MISSION ST,,2101 MISSION ST,San Francisco,San Francisco,CA,94110,37.763116,-122.419495,139478,,,2014,,12.2,30.8,12.2,30.8,,,124.2,,3575/091
3320 18th Street,,3320 18TH ST,San Francisco,San Francisco,CA,94110,37.761931,-122.417895,50000,,,2014,,,,,,,,,,3575/101
429 CASTRO ST,,429 CASTRO ST,San Francisco,San Francisco,CA,94114,37.761978,-122.435104,22243,,,2014,,,,,,,,,,3582/085
527 CASTRO ST,,527 CASTRO ST,San Francisco,San Francisco,CA,94114,37.760269,-122.434935,10020,,,2014,,,,,,,,,,3583/068
The Women's Building,,3543 18th St,San Francisco,San Francisco,CA,94110,37.761639,-122.42259,30000,,,2014,,41.1,77,43,79,,,79.3,,3589/148
2225 MISSION ST,,2225 MISSION ST,San Francisco,San Francisco,CA,94110,37.761271,-122.419302,14489,,,2014,,,,,,,,,,3590/032
2205 MISSION ST,,2205 MISSION ST,San Francisco,San Francisco,CA,94110,37.76161,-122.419335,18345,,,2014,,,,,,,,,,3590/035
San Francisco SC Parking Garage&Office _348802_3349,,2270 Folsom St,San Francisco,San Francisco,CA,94110,37.760988,-122.414891,128901,,,2014,,31.4,71.5,36.1,77.9,,,188.2,,3591/001
500 Treat,,3175 18TH ST,San Francisco,San Francisco,CA,94110,37.762128,-122.414427,29634,,,2014,75,52.8,137.4,52.8,137.4,,,116.2,,3592/015
San Francisco Service Center-Vehicle Maintenance Building 348802_7494,,2225 FOLSOM ST,San Francisco,San Francisco,CA,94110,37.761871,-122.414974,31413,,,2014,,258.5,497.5,320.2,562.2,,,113.7,,3592/031
2300 Harrison Street,,3101 19TH ST,San Francisco,San Francisco,CA,94110,37.760606,-122.413234,68538,,,2014,,58.4,136.6,58.4,136.6,,,282.8,,3593/001
630 TREAT AVE,,630 TREAT AVE,San Francisco,San Francisco,CA,94110,37.760232,-122.413772,10500,,,2014,,,,,,,,,,3593/038
3320 20TH ST,,3320 20TH ST,San Francisco,San Francisco,CA,94110,37.758865,-122.415193,43239,,,2014,,,,,,,,,,3594/011
2301 MISSION ST,,2301 MISSION ST,San Francisco,San Francisco,CA,94110,37.760021,-122.419182,19260,,,2014,,,,,,,,,,3595/031
2488 MISSION ST,,2488 MISSION ST,San Francisco,San Francisco,CA,94110,37.757178,-122.418913,10388,,,2014,,,,,,,,,,3609/015
BPBH LTD PARTNERSHIP,,2460 MISSION ST,San Francisco,San Francisco,CA,94110,37.757648,-122.418957,34911,,,2014,75,49.5,130.4,47.6,124.5,,,86.8,,3609/118
Los Portales Medical and Dental Center,,2480 MISSION ST,San Francisco,San Francisco,CA,94110,37.757433,-122.418937,53280,,,2014,49,62.8,153.2,64.2,151.3,,,184.8,,3609/119
2485 MISSION ST,,2485 MISSION ST,San Francisco,San Francisco,CA,94110,37.757208,-122.418916,14026,,,2014,,,,,,,,,,3610/019
2173-Stonestown,,3251 20th Avenue,San Francisco,San Francisco,CA,94132,37.727905,-122.475605,36279,,,2014,7,130,262.8,130,262.8,,,312.7,,3612/048
2595 Mission,,3180 22ND ST,San Francisco,San Francisco,CA,94110,37.755461,-122.418352,28750,,,2014,87,42.8,103.1,44.8,105.2,,,65.9,,3615/016
2551 MISSION ST,,2551 MISSION ST,San Francisco,San Francisco,CA,94110,37.756205,-122.41882,18654,,,2014,,,,,,,,,,3615/023
2526 MISSION ST,,2526 MISSION ST,San Francisco,San Francisco,CA,94110,37.756372,-122.418836,34987,,,2014,,,,,,,,,,3616/005
2554 MISSION ST,,2554 MISSION ST,San Francisco,San Francisco,CA,94110,37.756026,-122.418803,86451,,,2014,,,,,,,,,,3616/007
2516-2524 Mission St,,2516-2524 Mission St,San Francisco,San Francisco,CA,94110,37.756769,-122.418874,28136,,,2014,,,,,,,,,,3616/061
2600 Mission St.,,2600 MISSION ST,San Francisco,San Francisco,CA,94110,37.755259,-122.41873,13600,,,2014,,33.5,94.3,35.8,96.8,,,35.1,,3636/001
2664 MISSION ST,,2664 MISSION ST,San Francisco,San Francisco,CA,94110,37.754275,-122.418633,46354,,,2014,,,,,,,,,,3636/009
"4231-SAN FRANCISCO, CA",,2690 MISSION ST,San Francisco,San Francisco,CA,94110,37.753998,-122.418605,22964,,,2014,77,63.6,191.1,62.4,187.4,,,116.4,,3636/011
2601 MISSION ST,,2601 MISSION ST,San Francisco,San Francisco,CA,94110,37.754946,-122.418699,90669,,,2014,,,,,,,,,,3637/069
3050 23rd Street,,3050 23RD ST,San Francisco,San Francisco,CA,94110,37.754178,-122.412792,18375,,,2014,65,10.2,23.6,10.2,23.6,,,13.2,,3639/004B
2675 FOLSOM ST,,2675 FOLSOM ST,San Francisco,San Francisco,CA,94110,37.754465,-122.41427,22111,,,2014,,,,,,,,,,3639/006
1245 SOUTH VAN NESS AVE,,1245 SOUTH VAN NESS AVE,San Francisco,San Francisco,CA,94110,37.753188,-122.416338,30653,,,2014,,,,,,,,,,3641/070
2731 MISSION ST,,2731 MISSION ST,San Francisco,San Francisco,CA,94110,37.753324,-122.418542,12189,,,2014,,,,,,,,,,3642/030
2701 MISSION ST,,2701 MISSION ST,San Francisco,San Francisco,CA,94110,37.753578,-122.418566,11298,,,2014,49,73.4,196.6,78.6,196.5,,,62.4,,3642/032
2748 MISSION ST,,2748 MISSION ST,San Francisco,San Francisco,CA,94110,37.752941,-122.418507,10709,,,2014,,,,,,,,,,3643/006
2790 MISSION ST,,2790 MISSION ST,San Francisco,San Francisco,CA,94110,37.752419,-122.41846,24410,,,2014,,,,,,,,,,3643/010A
10379-Noe Valley,,3950 24th Street,San Francisco,San Francisco,CA,94114,37.751497,-122.430832,25187,,,2014,,,,,,,,,,3654/041
1201 MARKET ST,,1201 MARKET ST,San Francisco,San Francisco,CA,94103,37.778574,-122.414946,10702,,,2014,,,,,,,,,,3701/050
Hotel Whitcomb,,1215 MARKET ST,San Francisco,San Francisco,CA,94103,37.778303,-122.415288,290000,,,2014,68,40.7,84.4,41.6,87.1,,,791.6,,3701/059
Civic Hotel Co LLC,,50 8TH ST,San Francisco,San Francisco,CA,94103,37.777991,-122.413833,274450,,,2014,80,68.5,141.8,70.8,144.3,,,951.8,,3701/060
S001-San Francisco,,1275 Market St.,San Francisco,San Francisco,CA,94103,37.777915,-122.415777,342727,,,2014,,,,,,,,,,3701/065
6 7TH ST,,6 7TH ST,San Francisco,San Francisco,CA,94103,37.780208,-122.412167,48050,,,2014,,25.5,71.3,25.5,71.3,,,94.1,,3702/001
54 7TH ST,,54 7TH ST,San Francisco,San Francisco,CA,94103,37.779765,-122.411622,47484,,,2014,,,,,,,,,,3702/016
1128 MISSION ST,,1128 MISSION ST,San Francisco,San Francisco,CA,94103,37.778679,-122.411612,35810,,,2014,,,,,,,,,,3702/034
One Trinity Center,,1145 MARKET ST,San Francisco,San Francisco,CA,94103,37.779635,-122.413584,159330,,,2014,86,57.2,131.2,58.8,133.1,,,682.4,,3702/044
1117-1119 Market Street,,1115 MARKET ST,San Francisco,San Francisco,CA,94103,37.780147,-122.412944,21500,,,2014,,11.5,32.8,11.5,32.8,,,19.2,,3702/048
1111 MARKET ST,,1111 MARKET ST,San Francisco,San Francisco,CA,94103,37.780218,-122.412857,17500,,,2014,,,,,,,,,,3702/048A
527 STEVENSON ST,,527 STEVENSON ST,San Francisco,San Francisco,CA,94103,37.781186,-122.410444,42600,,,2014,,,,,,,,,,3703/012
1028 Mission Building,,535 Jessie St,San Francisco,San Francisco,CA,94103,37.780873,-122.409934,33000,,,2014,67,32.4,100.5,31.4,97.5,,,84,,3703/033
519 STEVENSON ST,,519 STEVENSON ST,San Francisco,San Francisco,CA,94103,37.781353,-122.410224,11250,,,2014,,,,,,,,,,3703/054
1011 MARKET ST,,1011 MARKET ST,San Francisco,San Francisco,CA,94103,37.781954,-122.410646,11820,,,2014,,,,,,,,,,3703/056
1035 Market St,,1035 MARKET ST,San Francisco,San Francisco,CA,94103,37.78153,-122.41119,95832,,,2014,89,27.3,85.3,27.3,85.3,,,213.1,,3703/058
1095 Market Street,,1095 MARKET ST,San Francisco,San Francisco,CA,94103,37.780595,-122.412389,60171,,,2014,,,,,,,,,,3703/059
1089 MARKET ST,,1089 MARKET ST,San Francisco,San Francisco,CA,94103,37.780687,-122.412271,13250,,,2014,,,,,,,,,,3703/060
Aida Hotel,,1083 MARKET ST,San Francisco,San Francisco,CA,94103,37.78078,-122.412152,54882,,,2014,96,46.9,59.2,54.7,67.5,,,144.1,,3703/061
1067 Market St,,1067 MARKET ST,San Francisco,San Francisco,CA,94103,37.781031,-122.411832,30000,,,2014,93,32.2,77.7,33.7,81.7,,,69.2,,3703/063
1059 MARKET ST,,1059 MARKET ST,San Francisco,San Francisco,CA,94103,37.78119,-122.411626,58100,,,2014,,,,,,,,,,3703/065
1049 Market St,,1049 MARKET ST,San Francisco,San Francisco,CA,94103,37.781384,-122.411377,55000,,,2014,,,,,,,,,,3703/067
1019 Market Street,,1019 MARKET ST,San Francisco,San Francisco,CA,94103,37.781857,-122.41077,75523,,,2014,,25,76,21,62,,,151.5,,3703/076
1025 Market,,1025 Market St.,San Francisco,San Francisco,CA,94103,37.781748,-122.41091,37931,,,2014,,6.2,19.1,6.2,19.1,,,19,,3703/088
901 Market Street,,901 MARKET ST,San Francisco,San Francisco,CA,94103,37.783735,-122.408403,216259,,,2014,88,38.5,97.2,38.5,97.2,,,608.9,,3704/001
942 MISSION ST,,942 MISSION ST,San Francisco,San Francisco,CA,94103,37.781903,-122.407536,16500,,,2014,,,,,,,,,,3704/015
956 Mission Street,,956 MISSION ST,San Francisco,San Francisco,CA,94103,37.781688,-122.407806,40000,,,2014,,,,,,,,,,3704/018
972 Mission LLC,,972 MISSION ST,San Francisco,San Francisco,CA,94103,37.781449,-122.408105,66000,,,2014,100,18.7,54.1,18.7,54.1,,,96.4,,3704/021
982 Mission Street,,980 MISSION ST,San Francisco,San Francisco,CA,94103,37.781327,-122.408258,47067,,,2014,,,,,,,,,,3704/022
481 JESSIE ST,,481 JESSIE ST,San Francisco,San Francisco,CA,94103,37.781664,-122.408921,41500,,,2014,,,,,,,,,,3704/024
54 MINT ST,,54 MINT ST,San Francisco,San Francisco,CA,94103,37.782379,-122.407412,12737,,,2014,,,,,,,,,,3704/034
444 Jessie Street,,439 STEVENSON ST,San Francisco,San Francisco,CA,94103,37.782796,-122.408396,21190,,,2014,,25.3,79.1,24.1,75.6,,,43.6,,3704/035
989 Market Street,,979 MARKET ST,San Francisco,San Francisco,CA,94103,37.782562,-122.409888,112189,,,2014,,,,,,,,,,3704/068
969 MARKET ST,,969 MARKET ST,San Francisco,San Francisco,CA,94103,37.782801,-122.409588,17731,,,2014,,,,,,,,,,3704/070
923 MARKET ST,,923 MARKET ST,San Francisco,San Francisco,CA,94103,37.78355,-122.408639,10260,,,2014,,,,,,,,,,3704/077
995 MARKET ST,,995 MARKET ST,San Francisco,San Francisco,CA,94103,37.782383,-122.410111,94000,,,2014,100,12.3,36.4,12.3,36.4,,,91.6,,3704/078
2 Mint Plaza,,2 Mint Plaza,San Francisco,San Francisco,CA,94103,37.783003,-122.407557,54765,,,2014,,,,,,,,,,3704/079
945 MARKET ST,,945 MARKET ST,San Francisco,San Francisco,CA,94103,37.783133,-122.409171,10988,,,2014,,,,,,,,,,3704/240
810 MISSION ST,,810 MISSION ST,San Francisco,San Francisco,CA,94103,37.784197,-122.404675,64100,,,2014,,,,,,,,,,3705/007
816 MISSION ST,,816 MISSION ST,San Francisco,San Francisco,CA,94103,37.784092,-122.40481,24000,,,2014,,,,,,,,,,3705/008
67 5TH ST,,67 5TH ST,San Francisco,San Francisco,CA,94103,37.78298,-122.406805,66700,,,2014,,,,,,,,,,3705/021
85 5TH ST,,85 5TH ST,San Francisco,San Francisco,CA,94103,37.782886,-122.406684,69100,,,2014,12,98.6,207.5,96.6,201.1,,,472.6,,3705/023
James Bong Building,,825 MARKET ST,San Francisco,San Francisco,CA,94103,37.785169,-122.406598,136850,,,2014,,,,,,,,,,3705/037
Hotel Zetta,,55 5TH ST,San Francisco,San Francisco,CA,94103,37.783237,-122.407133,105905,,,2014,40,61.1,155.4,58.5,147,,,475.3,,3705/039
865 MARKET ST,,865 MARKET ST,San Francisco,San Francisco,CA,94103,37.784904,-122.406929,683240,,,2014,,,,,,,,,,3705/042
72022A (SAN FRANCISCO CENTRE),,845 Market St,San Francisco,San Francisco,CA,94103,37.784806,-122.407051,337000,,,2014,66,54.6,171.5,54.6,171.5,,,1500.8,,3705/052
Hotel Palomar San Fran-SV,,12 4th St,San Francisco,San Francisco,CA,94103,37.785321,-122.405255,129719,,,2014,48,111.1,203.4,114.8,207.3,,,778.9,,3705Z/001
Central Tower,,703 MARKET ST,San Francisco,San Francisco,CA,94103,37.787504,-122.403636,160345,,,2014,,,,,,,,,,3706/001
Jamestown Premier 799 Market Street NEW,,799 MARKET ST,San Francisco,San Francisco,CA,94103,37.785941,-122.40561,145423,,,2014,51,86.5,233.5,88,235,,,950.5,,3706/047
785 Market St.,,785 MARKET ST,San Francisco,San Francisco,CA,94103,37.78607,-122.40545,98804,,,2014,85,45,110.9,47.4,113.9,,,338.8,,3706/048
735 MARKET ST,,735 MARKET ST,San Francisco,San Francisco,CA,94103,37.786809,-122.404516,59300,,,2014,,,,,,,,,,3706/061
731 Market Street,,731 MARKET ST,San Francisco,San Francisco,CA,94103,37.787015,-122.404266,93140,,,2014,,,,,,,,,,3706/062
Digital Garage Development,,717 MARKET ST,San Francisco,San Francisco,CA,94103,37.787194,-122.40405,81406,,,2014,74,75.5,171,73.9,166.1,,,445.5,,3706/064
748 MISSION ST,,748 MISSION ST,San Francisco,San Francisco,CA,94103,37.785315,-122.403253,29440,,,2014,,,,,,,,,,3706/068
Westin San Francisco Market Street,,50 3RD ST,San Francisco,San Francisco,CA,94103,37.786836,-122.402736,525313,,,2014,,,,,,,,,,3706/074
337F2-San Francisco Moscone Marriott,,765 MARKET ST,San Francisco,San Francisco,CA,94103,37.786145,-122.405355,1545220,,,2014,42,67.1,156.8,66.6,153.2,,,7318.7,,3706/096
CA SF NO 1 LP,,601 MARKET ST,San Francisco,San Francisco,CA,94105,37.789156,-122.40154,58822,,,2014,,,,,,,,,,3707/001
20 2ND ST,,28 2ND ST,San Francisco,San Francisco,CA,94105,37.788775,-122.400783,28383,,,2014,,,,,,,,,,3707/002
609 MARKET ST,,609 MARKET ST,San Francisco,San Francisco,CA,94105,37.789085,-122.401631,9630,,,2014,86,27.2,82.4,26.2,79.2,,,21,,3707/002A
109 Stevenson,,36 2ND ST,San Francisco,San Francisco,CA,94105,37.78871,-122.400695,15150,,,2014,25,75,194.9,75.6,192.8,,,84.3,,3707/004
S&B,,42 2ND ST,San Francisco,San Francisco,CA,94105,37.78866,-122.400626,10275,,,2014,60,42.5,132,41.2,127.8,,,35.4,,3707/005
Alexander Book Company,,48 2ND ST,San Francisco,San Francisco,CA,94105,37.788608,-122.400557,12250,,,2014,,26.1,80.4,26.1,80.4,,,25.8,,3707/006
58 2nd Street,,60 2ND ST,San Francisco,San Francisco,CA,94105,37.788494,-122.400413,15900,,,2014,,136.6,216.3,136.6,216.3,,,131.1,,3707/008
"79 New Montgomery, LLC",,77 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.787661,-122.40076,147509,,,2014,,52.2,116.9,59.9,125.1,,,533.7,,3707/014
90 New Montgomery,,90 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.787575,-122.400657,136728,,,2014,79,59.2,151.4,59.8,149.2,,,595.7,,3707/016
San Francisco Planning and Urban Research,,654 MISSION ST,San Francisco,San Francisco,CA,94105,37.78691,-122.401192,11564,,,2014,84,28.9,86.7,28.4,85,,,26.6,,3707/019
658 MISSION ST,,658 MISSION ST,San Francisco,San Francisco,CA,94105,37.786916,-122.401184,23690,,,2014,,,,,,,,,,3707/020
666 MISSION ST,,666 MISSION ST,San Francisco,San Francisco,CA,94105,37.786766,-122.401382,16310,,,2014,,25.5,69.3,27,69.7,,,31.5,,3707/021
Sharon Building,,39 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.788036,-122.401232,103861,,,2014,96,44.5,95.3,47,97.9,,,314.2,,3707/035
111 STEVENSON ST,,111 STEVENSON ST,San Francisco,San Francisco,CA,94105,37.788421,-122.401336,36000,,,2014,,,,,,,,,,3707/044
The Monadnock Building,,685 MARKET ST,San Francisco,San Francisco,CA,94105,37.787897,-122.403141,222918,,,2014,98,28.2,79.7,28.8,80.4,,,485.3,,3707/051
